year,country,purpose,mode,duration,age,visits_thousand,nights_thousand,millions_spent
2013,France,Business,Air,1-3 nights,45-54,1.316482132,3.393480509,2.000923142
2013,France,Business,Air,4-7 nights,35-44,0.805829366,3.322419054,0.971380771
2013,France,Business,Air,8-14 nights,16-24,0.257470288,2.919248946,0.15709862
2013,France,Business,Air,8-14 nights,35-44,0.257470288,2.653862678,0.106265083
2013,France,Business,Sea,1-3 nights,45-54,1.266409883,2.45198174,0.127514483
2013,France,Business,Tunnel,1-3 nights,45-54,1.779914335,1.723106202,0.035843823
2013,France,VFR,Air,1-3 nights,16-24,0.764391565,1.515126164,0.126057223
2013,France,VFR,Air,1-3 nights,35-44,1.262501656,3.753670327,0.208201477
2013,France,VFR,Air,4-7 nights,16-24,0.818376023,3.244261138,0.053166021
2013,France,VFR,Air,4-7 nights,25-34,4.674559724,28.50179636,0.938475109
2013,France,VFR,Air,8-14 nights,55-64,0.989546232,9.80706391,0.014835263
2013,France,VFR,Air,8-14 nights,65+,1.61953787,14.44563153,0.348014608
2013,France,VFR,Sea,8-14 nights,65+,1.247899486,9.776490764,0.518566202
2013,France,Other,Air,1-3 nights,25-34,1.184595193,3.807349983,0.332200914
2014,France,Holiday,Air,4-7 nights,25-34,2.487841635,17.33350619,0.892178652
2014,France,Holiday,Sea,4-7 nights,0-15,3.658830914,14.35398037,1.152380401
2014,France,Holiday,Sea,4-7 nights,25-34,1.089830519,2.174339989,0.1100941
2014,France,Holiday,Sea,8-14 nights,35-44,0.48206139,3.84707655,0.194790342
2014,France,Business,Air,1-3 nights,25-34,2.224185325,2.228320807,0.862584766
2014,France,Business,Air,1-3 nights,35-44,0.293258578,0.293803841,0.033883797
2014,France,Business,Air,1-3 nights,45-54,2.568241338,2.573016531,0.1806248
2014,France,Business,Air,4-7 nights,45-54,2.754859928,6.080860935,0.716663535
2014,France,Business,Air,15+ nights,25-34,2.224185325,46.79473694,0.033520133
2014,France,VFR,Air,1-3 nights,55-64,2.274480947,4.465854471,1.82919336
2014,France,VFR,Air,4-7 nights,16-24,0.553702403,2.174346067,0.09561679
2014,France,VFR,Air,4-7 nights,25-34,0.193820459,1.141676698,0.021994655
2014,France,VFR,Air,4-7 nights,55-64,0.517359617,1.015815394,0.00218794
2014,France,VFR,Sea,4-7 nights,65+,1.690212969,9.945321811,0.426622798
2014,France,VFR,Sea,15+ nights,0-15,0.432002995,6.35483351,0.178524168
2014,France,VFR,Sea,15+ nights,65+,0.432002995,4.236555674,0.0
2014,France,Other,Air,1-3 nights,25-34,0.469683866,0.909202206,0.171414346
2014,France,Other,Air,4-7 nights,55-64,0.870485439,5.05519141,0.385500571
2014,France,Holiday,Air,4-7 nights,16-24,4.46526962,21.59594445,2.226865735
2014,France,Holiday,Air,4-7 nights,65+,1.230840848,5.952870226,2.446690504
2014,France,Holiday,Air,15+ nights,25-34,0.57235318,9.411688205,0.14962772
2014,France,Holiday,Sea,1-3 nights,35-44,0.195814218,0.195814218,0.025260034
2014,France,Holiday,Sea,1-3 nights,55-64,0.195814218,0.195814218,0.010965596
2014,France,Holiday,Sea,4-7 nights,0-15,0.391628436,1.76232796,0.112201547
2014,France,Holiday,Sea,4-7 nights,16-24,0.979618989,3.918475954,0.21061863
2014,France,Holiday,Sea,4-7 nights,25-34,0.195814218,0.783256871,0.10632712
2014,France,Holiday,Sea,8-14 nights,0-15,1.413329375,18.2921883,0.439794398
2014,France,Holiday,Sea,8-14 nights,55-64,0.78626181,9.393498134,0.508660968
2014,France,Holiday,Tunnel,1-3 nights,0-15,0.600310895,1.195322643,0.030205984
2014,France,Business,Air,1-3 nights,35-44,7.335684081,13.88986756,2.765689361
2014,France,Business,Air,1-3 nights,45-54,1.167517942,1.124491172,0.4826794
2014,France,Business,Air,1-3 nights,65+,1.167517942,2.248982343,0.191908677
2014,France,Business,Air,4-7 nights,55-64,0.604759532,0.582472209,0.150738819
2014,France,Business,Air,4-7 nights,65+,2.42525132,16.35111136,2.205843165
2014,France,VFR,Air,1-3 nights,16-24,2.501865676,2.526545651,0.166774643
2014,France,VFR,Air,4-7 nights,0-15,0.437899388,1.768876412,0.119007104
2014,France,VFR,Air,4-7 nights,55-64,0.633362031,4.477269381,0.659281273
2014,France,VFR,Air,8-14 nights,45-54,3.184371135,28.94205395,3.739227062
2014,France,VFR,Air,8-14 nights,55-64,1.532958834,21.67313264,0.023581663
2014,France,VFR,Sea,4-7 nights,25-34,1.415888807,6.971769785,0.333854987
2014,France,VFR,Sea,8-14 nights,55-64,0.866182665,7.677076746,0.314527721
2014,France,VFR,Tunnel,1-3 nights,35-44,1.661374545,3.272211998,0.658779483
2014,France,Other,Air,4-7 nights,16-24,0.422171778,2.955202446,0.073880061
2014,France,Holiday,Air,1-3 nights,25-34,5.128581319,14.8867438,6.054153171
2014,France,Holiday,Air,1-3 nights,45-54,4.612118104,13.83635431,0.345908858
2014,France,Holiday,Air,1-3 nights,55-64,4.612118104,13.83635431,1.747992762
2014,France,Holiday,Air,4-7 nights,16-24,2.821058287,18.8731919,2.630257716
2014,France,Holiday,Air,4-7 nights,25-34,4.72456273,24.13971117,2.570707645
2014,France,Holiday,Air,4-7 nights,35-44,5.574961528,34.19401978,8.365075973
2014,France,Holiday,Air,4-7 nights,65+,1.346897554,6.516070614,0.544422668
2014,France,Holiday,Air,8-14 nights,0-15,1.891673705,5.286610237,0.35990301
2014,France,Holiday,Air,8-14 nights,25-34,11.0770686,110.3498663,11.3505037
2014,France,Holiday,Air,8-14 nights,35-44,4.268862802,37.82370782,3.443533419
2014,France,Holiday,Air,8-14 nights,45-54,2.693795108,26.06428246,2.138334817
2014,France,Holiday,Air,15+ nights,16-24,1.346897554,45.6124943,0.806795038
2014,France,Holiday,Air,15+ nights,35-44,0.733502732,12.06512624,0.536531483
2014,France,Holiday,Air,15+ nights,45-54,2.148655935,10.39484685,0.188803778
2014,France,Holiday,Sea,4-7 nights,45-54,3.358797876,11.93424227,2.080767618
2014,France,Holiday,Sea,4-7 nights,55-64,0.400843875,2.805907122,0.423491553
2014,France,Holiday,Sea,8-14 nights,16-24,1.07852969,15.09941566,1.155105298
2014,France,Holiday,Sea,8-14 nights,35-44,1.173034309,8.977154986,0.674239851
2014,France,Holiday,Sea,8-14 nights,45-54,4.619550936,43.61937382,1.393886976
2014,France,Holiday,Sea,8-14 nights,65+,0.505466958,5.318920239,0.262161244
2014,France,Holiday,Sea,15+ nights,0-15,0.532428919,7.639957044,0.278775061
2014,France,Holiday,Sea,15+ nights,25-34,1.173034309,16.8321656,0.289712436
2014,France,Holiday,Sea,15+ nights,55-64,0.738180302,16.24158127,0.386420517
2014,France,Holiday,Tunnel,8-14 nights,0-15,0.799461877,4.588672164,0.18839015
2014,France,Holiday,Tunnel,8-14 nights,35-44,2.686668654,13.89111747,1.99039704
2014,France,Holiday,Tunnel,15+ nights,45-54,1.214453419,30.20593138,0.957414868
2014,France,Business,Air,1-3 nights,55-64,1.843273938,2.401872564,0.503093821
2014,France,Business,Air,4-7 nights,25-34,1.294150862,7.762835007,1.068829546
2014,France,Business,Sea,8-14 nights,55-64,0.218646654,1.827796943,0.346808912
2014,France,VFR,Air,4-7 nights,25-34,5.208331653,26.70789633,1.124410846
2014,France,VFR,Air,8-14 nights,25-34,0.625427029,8.056439036,0.211638406
2014,France,VFR,Air,8-14 nights,35-44,1.597039289,15.82481813,0.076974127
2014,France,VFR,Sea,8-14 nights,45-54,0.46897781,2.635349845,0.598833466
2014,France,VFR,Sea,8-14 nights,55-64,0.239722388,1.926935815,0.244374201
2014,France,VFR,Sea,15+ nights,35-44,1.290017032,10.36941123,0.0
2014,France,VFR,Sea,15+ nights,65+,2.222951216,74.82442805,0.457714913
2014,France,Other,Air,4-7 nights,55-64,1.221003876,8.421814913,3.336797484
2014,France,Other,Sea,15+ nights,16-24,2.15705938,47.45530637,4.100569882
2014,France,Holiday,Air,1-3 nights,16-24,0.330448785,0.341706057,0.017568881
2014,France,Holiday,Air,1-3 nights,25-34,3.582601634,11.11394622,2.649337081
2014,France,Holiday,Air,4-7 nights,25-34,1.566021757,7.153991141,0.653819915
2014,France,Holiday,Air,4-7 nights,45-54,2.921067425,11.6842697,3.344622202
2014,France,Holiday,Air,15+ nights,45-54,1.411327916,26.26932742,2.407963531
2014,France,Holiday,Sea,4-7 nights,35-44,0.449375682,2.984445263,0.432340524
2014,France,Holiday,Sea,15+ nights,16-24,1.285608699,15.85653046,0.467261381
2014,France,Holiday,Tunnel,4-7 nights,25-34,1.618073732,7.107264652,0.285398547
2014,France,Business,Air,1-3 nights,25-34,1.212276293,1.156540664,0.323552097
2014,France,Business,Air,1-3 nights,35-44,0.670136865,0.639326644,0.211376539
2014,France,Business,Air,1-3 nights,65+,3.868174118,6.715017626,0.308054637
2014,France,Business,Air,15+ nights,25-34,1.248965719,58.38561956,1.230343765
2014,France,VFR,Air,4-7 nights,16-24,3.052813284,12.47423443,0.965416602
2014,France,VFR,Air,8-14 nights,25-34,1.202623415,9.8281847,0.21007911
2014,France,VFR,Air,8-14 nights,35-44,1.36523472,13.94636386,0.568799737
2014,France,VFR,Air,8-14 nights,55-64,1.36523472,19.5249094,0.677077278
2014,France,VFR,Air,15+ nights,0-15,1.36523472,26.49809133,0.294679382
2014,France,VFR,Sea,15+ nights,65+,0.704743625,19.51613713,0.12931158
2014,France,VFR,Tunnel,15+ nights,65+,1.081178798,7.485145287,1.666441199
2015,France,Holiday,Air,4-7 nights,55-64,2.733125725,15.73461673,1.384754236
2015,France,Holiday,Air,15+ nights,16-24,0.256895055,5.176310843,0.17691296
2015,France,Holiday,Sea,15+ nights,25-34,1.062207356,21.84735934,0.419140033
2015,France,Holiday,Tunnel,8-14 nights,35-44,0.636028809,5.606471896,0.096071904
2015,France,Business,Air,1-3 nights,45-54,2.135435528,4.314251099,1.32589313
2015,France,VFR,Air,4-7 nights,16-24,0.80604201,1.584511333,0.080522741
2015,France,VFR,Sea,15+ nights,45-54,0.466812649,6.723851761,0.046017681
2015,France,Other,Air,8-14 nights,25-34,2.357924112,28.29508934,1.040855072
2015,France,Holiday,Air,1-3 nights,16-24,1.208670969,2.348407852,0.133930408
2015,France,Holiday,Air,1-3 nights,25-34,4.302494419,10.44950604,1.372213132
2015,France,Holiday,Air,1-3 nights,35-44,2.151247209,6.269703626,0.652941294
2015,France,Holiday,Air,4-7 nights,0-15,11.21984957,61.68463017,3.78696216
2015,France,Holiday,Air,4-7 nights,25-34,9.322065725,29.25860084,2.936506724
2015,France,Holiday,Air,4-7 nights,35-44,3.585409258,17.41583001,1.779177289
2015,France,Holiday,Air,4-7 nights,45-54,4.232088525,26.89511501,1.850834523
2015,France,Holiday,Air,4-7 nights,65+,0.488041576,3.318870432,0.645184899
2015,France,Holiday,Air,8-14 nights,0-15,0.839261573,6.714092583,0.168691576
2015,France,Holiday,Air,8-14 nights,25-34,3.359918178,38.65224833,3.623650781
2015,France,Holiday,Air,15+ nights,16-24,3.585409258,55.73065603,3.506533881
2015,France,Holiday,Air,15+ nights,55-64,0.826376825,7.225303188,0.293817566
2015,France,Holiday,Sea,4-7 nights,0-15,1.072743157,4.290972628,0.268715815
2015,France,Holiday,Sea,4-7 nights,16-24,0.205584861,1.439094024,0.052835309
2015,France,Holiday,Sea,4-7 nights,45-54,0.970774653,6.736910259,0.698670851
2015,France,Holiday,Sea,4-7 nights,55-64,0.239246058,0.956984231,0.094741439
2015,France,Holiday,Sea,8-14 nights,25-34,0.255721279,3.042232546,0.070786056
2015,France,Holiday,Sea,8-14 nights,45-54,0.511442558,4.309829441,0.255680218
2015,France,Holiday,Sea,8-14 nights,55-64,0.478492115,5.263413268,0.336619203
2015,France,Holiday,Sea,8-14 nights,65+,0.885482696,5.835067568,0.298880157
2015,France,Holiday,Sea,15+ nights,55-64,1.970642713,37.11981359,2.079269041
2015,France,Holiday,Tunnel,4-7 nights,16-24,2.628104352,10.51241741,0.659654192
2015,France,Holiday,Tunnel,8-14 nights,16-24,1.75795701,8.714100187,1.622049576
2015,France,Holiday,Tunnel,15+ nights,45-54,1.220158109,18.14477819,0.731794364
2015,France,Business,Air,1-3 nights,35-44,3.297184659,6.30592838,0.787906322
2015,France,Business,Air,1-3 nights,55-64,0.448808792,0.429177676,0.049732333
2015,France,Business,Air,15+ nights,16-24,1.978312317,54.86161911,6.566950081
2015,France,Business,Sea,1-3 nights,55-64,2.06107101,4.029273891,0.0
2015,France,Business,Sea,4-7 nights,35-44,1.543061452,3.839498747,0.041969976
2015,France,VFR,Air,4-7 nights,25-34,3.320633229,16.54819104,1.069410044
2015,France,VFR,Air,4-7 nights,35-44,1.376295306,6.858691121,0.16885179
2015,France,VFR,Air,4-7 nights,65+,0.920342103,0.917294738,0.002016301
2015,France,VFR,Air,8-14 nights,55-64,0.689123259,2.060524465,0.002264614
2015,France,VFR,Tunnel,1-3 nights,45-54,0.890979644,1.762435152,0.595192937
2015,France,Study,Air,15+ nights,16-24,0.740855566,2.222566698,0.017670442
2015,France,Other,Sea,4-7 nights,35-44,0.662754103,2.434668016,0.177907764
2015,France,Holiday,Air,1-3 nights,45-54,4.284662395,12.16261889,2.498807443
2015,France,Holiday,Air,4-7 nights,0-15,1.4266442,6.7495515,0.572479476
2015,France,Holiday,Air,4-7 nights,16-24,0.586726158,2.220673336,0.119623079
2015,France,Holiday,Air,4-7 nights,25-34,1.687897307,11.179781,0.912350981
2015,France,Holiday,Air,4-7 nights,35-44,0.624081203,2.952570948,0.28305241
2015,France,Holiday,Air,4-7 nights,45-54,1.898819932,12.1776704,2.151605574
2015,France,Holiday,Air,4-7 nights,55-64,1.434760594,5.592635663,1.268400824
2015,France,Holiday,Air,4-7 nights,65+,0.686417771,3.432088854,0.266330095
2015,France,Holiday,Air,8-14 nights,0-15,4.284662395,48.65047557,4.891974246
2015,France,Holiday,Air,8-14 nights,16-24,2.452801762,24.53085125,2.212645631
2015,France,Holiday,Air,8-14 nights,35-44,8.001895034,80.46324107,12.47957056
2015,France,Holiday,Air,8-14 nights,45-54,3.662007903,47.60610274,2.160584663
2015,France,Holiday,Air,8-14 nights,55-64,4.329080797,39.85343019,5.682673787
2015,France,Holiday,Air,15+ nights,0-15,2.491027308,28.51626927,1.77274456
2015,France,Holiday,Air,15+ nights,25-34,0.643659655,18.2711877,0.436418746
2015,France,Holiday,Air,15+ nights,35-44,1.585420658,48.00469636,0.183619918
2015,France,Holiday,Air,15+ nights,55-64,0.643659655,9.744633438,1.364529165
2015,France,Holiday,Sea,4-7 nights,45-54,0.2370174,1.001643406,0.072128381
2015,France,Holiday,Sea,4-7 nights,55-64,0.209649703,1.257898216,0.010272835
2015,France,Holiday,Sea,8-14 nights,16-24,0.290977378,3.689040187,0.061394188
2015,France,Holiday,Sea,8-14 nights,25-34,2.082443027,4.400236695,0.135336632
2015,France,Holiday,Sea,8-14 nights,45-54,1.041221513,9.900532564,0.190116731
2015,France,Holiday,Sea,8-14 nights,55-64,0.290977378,3.074200156,0.118065747
2015,France,Holiday,Sea,15+ nights,55-64,0.2370174,4.757806179,0.280579404
2015,France,Holiday,Sea,15+ nights,65+,0.209649703,4.192994053,0.228817675
2015,France,Holiday,Tunnel,4-7 nights,35-44,0.885913009,6.551821148,0.599406729
2015,France,Holiday,Tunnel,15+ nights,35-44,1.371803657,17.39186344,0.065866373
2015,France,Holiday,Tunnel,15+ nights,45-54,1.371803657,4.347965859,0.173942886
2015,France,Business,Air,1-3 nights,35-44,1.641794501,2.078150615,0.344464141
2015,France,Business,Air,1-3 nights,45-54,3.891448332,3.824491457,1.599846147
2015,France,Business,Air,8-14 nights,45-54,1.532994797,12.05294277,1.541436284
2015,France,VFR,Air,1-3 nights,35-44,1.754260665,5.26108017,0.043744092
2015,France,VFR,Air,4-7 nights,25-34,0.934460157,4.670789902,0.341703495
2015,France,VFR,Air,4-7 nights,35-44,1.754260665,7.01477356,0.358701551
2015,France,VFR,Air,4-7 nights,45-54,1.754260665,7.01477356,0.551175553
2015,France,VFR,Air,8-14 nights,55-64,1.754260665,21.04432068,0.318456986
2015,France,VFR,Air,15+ nights,25-34,0.738056068,2.95126961,0.00200772
2015,France,VFR,Air,15+ nights,55-64,1.569933696,32.95794654,0.997484166
2015,France,VFR,Sea,8-14 nights,35-44,0.269300176,2.463142448,0.075200338
2015,France,VFR,Sea,15+ nights,16-24,0.963652705,108.7060974,2.053664714
2015,France,VFR,Sea,15+ nights,65+,0.510959713,4.15419642,0.292357531
2015,France,VFR,Tunnel,4-7 nights,45-54,1.672351818,8.497829875,0.849079024
2015,France,Holiday,Air,4-7 nights,16-24,3.309370291,23.16559203,2.660733714
2015,France,Holiday,Air,4-7 nights,25-34,1.004704778,5.023523889,0.845961423
2015,France,Holiday,Air,4-7 nights,35-44,1.940526052,8.874006368,0.459076223
2015,France,Holiday,Air,4-7 nights,45-54,1.842276244,12.82241855,3.753604386
2015,France,Holiday,Tunnel,4-7 nights,35-44,0.988563069,3.032166256,0.287490241
2015,France,Business,Air,1-3 nights,25-34,1.36853864,2.808775242,0.732566289
2015,France,Business,Air,1-3 nights,35-44,1.36853864,2.808775242,0.439539773
2015,France,Business,Air,1-3 nights,55-64,1.773650116,5.460333075,0.569651267
2015,France,Business,Air,4-7 nights,35-44,0.407623049,1.67320307,0.047795514
2015,France,Business,Sea,4-7 nights,45-54,1.608001013,3.17408009,0.026771725
2015,France,Business,Sea,15+ nights,16-24,0.392280335,6.581835537,0.544258638
2015,France,VFR,Air,1-3 nights,45-54,2.86327919,8.373859819,0.362547718
2015,France,VFR,Air,4-7 nights,45-54,2.157103467,14.72006581,2.117952214
2015,France,VFR,Air,4-7 nights,55-64,2.185332892,14.9127033,0.542770093
2015,France,VFR,Air,8-14 nights,25-34,0.458804965,4.919959516,0.128940677
2015,France,VFR,Air,15+ nights,16-24,0.384969471,25.5197219,0.524254665
2015,France,Study,Tunnel,15+ nights,16-24,0.754262332,73.91770858,2.640672426
2016,France,Holiday,Air,4-7 nights,25-34,1.999408652,9.736373741,0.719820506
2016,France,Holiday,Air,4-7 nights,55-64,1.043297745,4.06437644,0.157015043
2016,France,Holiday,Air,8-14 nights,45-54,4.841336316,57.32252031,5.117657549
2016,France,Holiday,Air,15+ nights,55-64,0.72566171,1.413480653,0.040539283
2016,France,Holiday,Sea,4-7 nights,16-24,0.857499263,6.002494838,0.115190734
2016,France,Holiday,Tunnel,4-7 nights,16-24,1.659064977,8.295324885,0.253007409
2016,France,Business,Air,1-3 nights,45-54,4.451157741,4.383834302,0.960890409
2016,France,Business,Air,4-7 nights,35-44,1.780463096,8.767668604,1.010052244
2016,France,Business,Air,4-7 nights,45-54,0.401786701,1.582838826,0.13514587
2016,France,VFR,Air,1-3 nights,55-64,1.230609303,2.410625499,0.606679147
2016,France,VFR,Air,4-7 nights,25-34,0.382050746,2.619380851,0.03106358
2016,France,VFR,Air,4-7 nights,55-64,0.329979023,1.615979673,0.070346323
2016,France,VFR,Air,8-14 nights,45-54,0.398309332,3.511094734,0.045418724
2016,France,VFR,Sea,15+ nights,65+,0.342168532,4.37895663,0.0
2016,France,Other,Air,1-3 nights,45-54,1.073838972,2.147677944,0.284567328
2016,France,Holiday,Air,4-7 nights,25-34,3.914170801,17.40371629,3.562897019
2016,France,Holiday,Air,4-7 nights,35-44,4.724041358,32.86694389,3.715307193
2016,France,Holiday,Air,4-7 nights,55-64,4.724041358,32.86694389,3.958933894
2016,France,Holiday,Air,4-7 nights,65+,7.711395297,30.65776916,2.791474601
2016,France,Holiday,Air,8-14 nights,35-44,0.927540275,10.14081953,0.174781003
2016,France,Holiday,Air,8-14 nights,45-54,0.57991651,8.069397352,0.583766764
2016,France,Holiday,Sea,1-3 nights,0-15,0.450711062,1.352133185,0.128903364
2016,France,Holiday,Sea,1-3 nights,16-24,0.225355531,0.676066592,0.052507839
2016,France,Holiday,Sea,1-3 nights,35-44,0.225355531,0.676066592,0.059268505
2016,France,Holiday,Sea,1-3 nights,45-54,0.225355531,0.676066592,0.059268505
2016,France,Holiday,Sea,1-3 nights,55-64,0.225355531,0.676066592,0.090818279
2016,France,Holiday,Sea,4-7 nights,0-15,1.313417878,6.253446236,0.196579943
2016,France,Holiday,Sea,4-7 nights,35-44,0.757087495,3.724005835,0.269344462
2016,France,Holiday,Sea,4-7 nights,55-64,1.004317733,5.356361241,0.903838135
2016,France,Holiday,Sea,4-7 nights,65+,1.673862888,8.704087017,1.351046474
2016,France,Holiday,Sea,8-14 nights,35-44,1.088062347,4.28161929,0.650316901
2016,France,Holiday,Sea,8-14 nights,45-54,1.452202269,9.646503518,0.541895099
2016,France,Holiday,Sea,15+ nights,65+,0.364139922,5.373457638,0.163230315
2016,France,Holiday,Tunnel,4-7 nights,0-15,6.71729048,47.02103336,3.835572864
2016,France,Holiday,Tunnel,4-7 nights,16-24,2.723187367,16.24571603,0.967921228
2016,France,Holiday,Tunnel,15+ nights,16-24,1.534215456,25.65839878,0.152829208
2016,France,Business,Air,4-7 nights,45-54,0.517599397,1.007977351,0.206790924
2016,France,Business,Sea,4-7 nights,45-54,1.057174296,2.382738858,0.032279789
2016,France,VFR,Air,1-3 nights,35-44,2.864551284,7.797186083,0.460127236
2016,France,VFR,Air,4-7 nights,25-34,0.838040039,5.773002752,0.431478313
2016,France,VFR,Air,4-7 nights,35-44,2.403694796,12.67205448,0.521141348
2016,France,VFR,Air,4-7 nights,45-54,0.518351362,2.550546255,0.137327367
2016,France,VFR,Sea,4-7 nights,16-24,2.224813681,8.812132877,0.222247667
2016,France,VFR,Sea,15+ nights,45-54,0.347958074,4.823722916,0.0
2016,France,VFR,Sea,15+ nights,65+,0.54759253,8.133475697,0.0
2016,France,VFR,Tunnel,4-7 nights,55-64,0.605449489,2.398089061,0.0
2016,France,Study,Air,15+ nights,16-24,1.297407147,16.6985248,1.25538731
2016,France,Other,Sea,1-3 nights,55-64,1.000311733,1.000311733,0.30009352
2016,France,Holiday,Air,4-7 nights,55-64,0.585101738,4.095712164,0.685739237
2016,France,Holiday,Air,4-7 nights,65+,2.823023972,19.10213638,2.698399244
2016,France,Holiday,Air,8-14 nights,25-34,0.717538399,7.629694838,0.081734858
2016,France,Holiday,Air,8-14 nights,45-54,5.036592262,49.18749944,2.652454614
2016,France,Holiday,Air,8-14 nights,55-64,3.873868879,33.70208438,3.606087935
2016,France,Holiday,Air,15+ nights,55-64,2.823023972,46.39090264,3.11783954
2016,France,Holiday,Sea,4-7 nights,0-15,0.767310606,3.893134275,0.363969913
2016,France,Holiday,Sea,4-7 nights,25-34,1.573929884,11.17999473,0.261304994
2016,France,Holiday,Sea,8-14 nights,45-54,0.313060254,3.176772473,0.15943096
2016,France,Holiday,Sea,8-14 nights,55-64,1.392859731,13.98064089,0.606873101
2016,France,Holiday,Sea,15+ nights,25-34,0.333100472,5.070195251,0.40712823
2016,France,Holiday,Sea,15+ nights,45-54,6.140637514,152.0387393,2.614201235
2016,France,Holiday,Sea,15+ nights,65+,0.333100472,5.408208268,0.07124744
2016,France,Holiday,Tunnel,1-3 nights,45-54,1.711494506,3.473471041,0.348642421
2016,France,Holiday,Tunnel,8-14 nights,35-44,2.422708676,27.04282496,1.097268615
2016,France,Business,Air,1-3 nights,35-44,4.81636717,7.09691073,1.168100642
2016,France,Business,Tunnel,4-7 nights,65+,0.759739992,7.677281196,0.424443027
2016,France,VFR,Air,4-7 nights,16-24,0.599385982,4.190253545,0.128627026
2016,France,VFR,Air,4-7 nights,35-44,2.358174835,16.48578838,0.567257479
2016,France,VFR,Air,4-7 nights,45-54,2.358174835,16.48578838,0.976812671
2016,France,VFR,Air,8-14 nights,25-34,1.429186279,14.27330408,0.67759413
2016,France,VFR,Air,15+ nights,0-15,2.358174835,58.87781565,0.663761863
2016,France,VFR,Sea,15+ nights,55-64,0.333001676,20.29275901,3.087131688
2016,France,VFR,Sea,15+ nights,65+,1.268740294,12.20773423,0.280936525
2016,France,Other,Air,4-7 nights,65+,1.403714103,5.614856411,0.345313669
2016,France,Holiday,Air,1-3 nights,65+,1.212882027,3.704288194,0.853666806
2016,France,Holiday,Air,4-7 nights,25-34,2.637330259,5.369816754,0.684138604
2016,France,Holiday,Air,4-7 nights,35-44,0.474323608,3.380163697,0.240461616
2016,France,Holiday,Air,4-7 nights,45-54,3.981633787,16.21385395,2.018516642
2016,France,Holiday,Air,8-14 nights,16-24,1.398895708,11.39305718,2.365768743
2016,France,Holiday,Air,8-14 nights,45-54,1.743236585,5.324055067,0.314960122
2016,France,Holiday,Tunnel,1-3 nights,55-64,0.540946373,0.536337012,0.01570538
2016,France,Business,Air,1-3 nights,35-44,1.633094901,25.56379046,0.063478427
2016,France,Business,Tunnel,4-7 nights,65+,0.931236755,3.732416464,0.570482263
2016,France,VFR,Air,4-7 nights,25-34,1.530004117,7.588537903,0.221139222
2016,France,VFR,Sea,8-14 nights,25-34,1.730804759,6.870885979,0.12461963
2016,France,VFR,Sea,8-14 nights,35-44,1.701643052,15.199022,0.850833047
2016,France,VFR,Tunnel,4-7 nights,35-44,0.691623077,2.745580214,0.0
2016,France,VFR,Tunnel,4-7 nights,55-64,2.089710942,2.073914683,0.220011192
2017,France,Holiday,Air,1-3 nights,25-34,2.374067508,6.826099028,0.393201951
2017,France,Holiday,Air,4-7 nights,25-34,9.399569232,36.03513951,6.218271464
2017,France,Holiday,Sea,1-3 nights,16-24,1.022895763,3.068687288,0.292548188
2017,France,Holiday,Sea,4-7 nights,0-15,2.574562327,10.29824931,0.798114322
2017,France,Holiday,Tunnel,1-3 nights,16-24,1.872772753,5.621677081,0.160381768
2017,France,Business,Air,1-3 nights,35-44,1.682091788,4.760715159,0.186401871
2017,France,Business,Air,1-3 nights,45-54,0.371150989,1.050444544,0.291481482
2017,France,Business,Air,4-7 nights,45-54,0.371150989,1.750740906,0.019670529
2017,France,Business,Air,15+ nights,25-34,0.3330854,5.970496524,0.165297225
2017,France,Business,Tunnel,1-3 nights,25-34,1.822148509,1.822148509,0.911074254
2017,France,VFR,Air,1-3 nights,16-24,0.473711979,1.361554254,0.052180633
2017,France,VFR,Air,4-7 nights,16-24,4.463136085,17.10406939,1.055927788
2017,France,VFR,Air,4-7 nights,25-34,0.339916845,1.302662789,0.037442744
2017,France,VFR,Air,4-7 nights,45-54,1.782341419,6.830464214,0.068288571
2017,France,VFR,Air,8-14 nights,0-15,1.126785246,4.318177326,0.00462553
2017,France,VFR,Air,8-14 nights,45-54,0.375730367,0.719955447,0.058518606
2017,France,VFR,Air,8-14 nights,55-64,1.716590802,23.0247088,1.668898637
2017,France,VFR,Air,8-14 nights,65+,4.463136085,42.76017348,1.774129684
2017,France,VFR,Air,15+ nights,25-34,1.164142128,71.3814407,3.361943873
2017,France,VFR,Sea,4-7 nights,16-24,0.485513728,2.409014521,0.072618688
2017,France,VFR,Sea,15+ nights,45-54,0.485513728,7.227043562,0.0
2017,France,VFR,Tunnel,4-7 nights,25-34,0.737846125,1.464413404,0.059197059
2017,France,VFR,Tunnel,4-7 nights,35-44,0.737846125,5.125446915,0.367867506
2017,France,Study,Tunnel,15+ nights,16-24,1.201709618,257.1658582,7.211459416
2017,France,Holiday,Air,1-3 nights,25-34,1.193151173,2.379421304,0.863520186
2017,France,Holiday,Air,1-3 nights,35-44,0.667966446,1.998120976,0.212978704
2017,France,Holiday,Air,4-7 nights,16-24,4.807402095,33.55477769,1.411170295
2017,France,Holiday,Air,4-7 nights,25-34,0.667966446,4.662282276,0.581465669
2017,France,Holiday,Air,4-7 nights,35-44,1.797656517,8.962364344,0.914975706
2017,France,Holiday,Air,4-7 nights,45-54,2.884443476,20.1328821,1.211660944
2017,France,Holiday,Air,4-7 nights,55-64,6.388970627,44.5938336,7.678260394
